,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
272,8.682,18.441,15.708,18.693,19.048,14.189,11.372,19.471,11.478,10.862,15.993,15.773,8.44,9.293,11.197,9.56,16.265,14.988,14.107,8.891,19.773,10.117,10.88,13.962,19.143,14.659,11.903,18.274,13.902,18.647,21.674,10.288,19.452,18.608,16.11,18.551,19.327,19.44,19.801,18.869,18.718,19.408,16.586,16.004,8.888,11.702,10.832,18.767,18.372,8.863,10.976,12.858,11.316,11.439,15.043,12.63,15.491,21.741,19.813,4.752,7.655,3.454,6.988,5.646,2.694,6.867,5.299,7.01,6.678,5.314,5.302,7.345,5.636,4.139,3.346,8.27,4.858,5.119,5.245,4.077,3.757,6.307,5.299,5.619,4.276,3.912,3.937,3.376,5.904,3.764,7.589,6.448,3.551,5.072,7.064,4.993,6.657,2.719,13.525,12.571,15.592,14.693,13.371,12.502,14.905,13.886,13.887,13.666,14.727,15.916,13.983,14.836,15.352,15.052,14.639,13.241,14.209,14.924,14.706,17.253,15.402,15.4,14.821,15.782,13.34,15.735,14.452,15.564,14.092,12.2,14.759,13.552,13.28,15.087,15.94,13.957,31.902,30.84,29.122,23.396,29.622,22.822,31.523,32.147,22.153,23.924,31.185,29.033,24.974,21.802,24.678,27.061,28.819,29.542,22.483,31.809,25.932,31.014,22.461,21.885,24.88,24.745,22.528,30.962,30.466,28.291,24.32,21.848,10.03,16.874,15.236,10.961,20.896,10.781,12.133,12.316,10.349,10.385,14.37,19.715,19.818,9.798,10.173,20.426,12.85,14.492,20.337,19.254,20.47,19.476,11.045,10.266,19.705,19.913,12.412,19.054,11.675,13.549,8.498,12.018,7.334,9.769,9.257,8.34,9.568,9.329,9.159,9.536,8.655,10.056,9.087,8.655,10.034,8.089,8.089,8.692,8.032,9.049,7.109,7.863,9.71,7.039,7.559,8.073,9.488,8.223,3.674,15.307,11.925,6.265,5.003,6.177,11.642,3.372,15.905,6.198,4.861,12.761,6.43,6.233,11.71,12.18,11.078,6.135,8.196,15.644,12.797,5.018,3.396,5.006,6.157,4.877,3.214,4.253,2.929,2.178,0.713,8.945,10.831,11.46,1.57,2.852,12.071,0.268,9.06,4.093,9.609,1.795,5.568,8.397,0.964,5.8,0,10.004,4.892,5.18,3.749,4.234,11.246,4.569,10.085,2.206,5.369,5.749,7.24,6.556,5.426,8.896,6.585,6.571,6.915,5.881,6.112,7.296,6.729,6.273,7.5,8.05,5.995,7.758,6.014
273,11.666,24.782,22.049,25.514,25.989,20.53,13.664,24.605,14.462,13.846,22.334,22.114,12.377,12.277,14.181,12.544,22.606,21.329,20.448,11.875,24.514,22.336,13.651,20.303,26.084,21,14.227,24.615,20.243,24.988,25.424,13.059,26.393,24.949,22.451,24.892,24.495,26.381,26.742,25.21,25.059,26.349,22.927,22.345,11.872,14.473,13.603,25.588,24.713,11.847,13.747,25.646,13.76,13.883,21.384,25.418,21.832,25.143,26.754,9.732,10.483,10.918,10.358,9.434,8.588,9.695,8.127,9.117,9.506,6.792,10.397,10.173,9.919,11.88,9.371,11.098,6.837,7.668,10.134,11.202,10.734,9.603,8.127,9.902,6.255,9.404,11.678,8.963,8.762,7.552,10.417,9.276,10.88,8.86,9.305,9.532,10.027,8.338,19.866,18.912,21.933,21.034,19.712,18.843,21.362,20.227,20.228,20.007,21.184,22.373,20.324,21.293,21.693,21.393,21.096,19.582,20.55,21.381,21.163,23.594,21.743,21.857,21.162,22.239,19.681,22.192,20.909,21.905,20.433,18.541,21.216,19.893,18.506,21.428,22.397,20.298,29.256,30.828,35.579,29.701,26.976,29.163,28.877,32.012,28.494,29.456,28.539,31.189,29.498,28.143,29.202,33.518,35.276,31.163,28.824,29.163,32.389,34.797,28.802,28.226,29.404,28.41,28.869,28.316,27.82,34.748,29.258,28.189,13.053,14.228,12.59,16.72,18.25,12.993,16.614,16.797,13.658,12.597,11.724,17.069,17.172,13.107,18.019,17.78,10.204,11.846,17.691,16.608,17.824,16.83,13.257,17.5,17.059,17.267,17.118,16.408,15.913,10.903,14.955,18.359,13.791,16.226,15.714,14.797,16.025,15.786,15.616,15.993,15.112,16.513,15.544,15.112,16.491,14.546,14.546,15.149,14.489,15.506,13.566,14.32,16.167,13.496,14.016,14.53,15.945,14.68,9.624,26.061,18.382,12.606,11.46,12.518,18.099,9.436,25.33,11.809,11.321,31.006,13.267,12.574,29.866,18.637,30.679,12.476,14.653,26.11,29.328,11.475,9.227,12.646,11.768,11.334,9.47,10.713,7.447,6.942,10.477,2.02,0.961,1.936,8.769,6.665,2.147,10.359,1.128,5.13,0.709,7.873,4.04,2.261,9.095,4.272,10.131,0,4.912,4.501,5.718,5.543,4.567,5.215,0.317,7.825,12.606,11.774,10.103,12.899,11.451,18.028,10.85,12.596,12.94,12.224,13.635,13.321,13.186,12.298,16.524,11.034,12.02,16.127,13.537
274,7.175,21.686,10.079,21.938,22.293,17.434,9.173,22.249,9.971,9.355,12.004,10.263,7.886,7.786,9.69,8.053,11.069,18.233,17.352,7.384,22.158,9.772,9.16,17.207,22.388,17.904,9.736,21.519,17.147,21.892,11.413,8.568,22.697,21.853,19.355,21.796,22.139,22.685,23.046,22.114,21.963,22.653,11.708,11.253,7.381,9.982,9.112,22.012,21.617,7.356,9.256,11.351,9.269,9.392,18.288,11.123,9.828,11.711,23.058,5.241,5.992,4.858,5.867,4.943,3.91,5.204,3.636,4.709,5.015,3.073,5.906,5.682,5.428,5.543,4.468,6.607,2.617,3.177,5.643,5.481,5.161,5.112,3.636,5.411,2.035,4.501,5.341,4.06,4.271,3.061,5.926,4.785,4.955,4.369,4.897,5.041,5.536,3.66,16.77,15.816,18.837,17.938,16.616,15.747,18.266,17.131,17.132,16.911,18.088,19.277,17.228,18.197,18.597,18.297,18,16.486,17.454,18.285,18.067,20.498,18.647,18.761,18.066,19.143,16.585,19.096,17.813,18.809,17.337,15.445,18.12,16.797,15.41,18.332,19.301,17.202,26.9,28.472,32.483,27.345,24.62,26.067,26.521,29.656,25.398,27.1,26.183,28.833,27.142,25.047,26.846,30.422,32.18,28.807,25.728,26.807,29.293,34.375,25.706,25.13,27.048,26.054,25.773,25.96,25.464,31.652,26.902,25.093,8.645,11.872,10.234,9.298,15.894,8.585,14.258,14.441,8.686,8.189,9.368,14.713,14.816,8.135,8.51,15.424,7.848,9.49,15.335,14.252,15.468,14.474,8.849,8.603,14.703,14.911,14.762,14.052,13.557,8.547,11.859,15.263,10.695,13.13,12.618,11.701,12.929,12.69,12.52,9.345,12.016,13.417,12.448,12.016,13.395,11.45,11.45,12.053,11.393,12.41,10.47,11.224,13.071,7.82,10.92,11.434,12.849,11.584,6.528,18.668,15.286,9.51,8.364,9.422,15.003,6.34,19.266,8.36,8.225,16.122,10.171,9.478,15.071,15.541,14.439,9.38,11.557,19.005,16.158,8.379,6.131,9.55,8.319,8.238,6.374,7.617,2.684,2.887,5.294,3.539,5.425,6.054,5.673,2.174,6.665,4.64,3.654,0.639,4.203,3.818,1.533,2.991,4.608,1.765,4.948,4.598,0,1.357,1.227,1.052,7.429,1.226,4.679,3.77,6.491,6.871,5.612,7.422,6.548,10.018,6.359,7.693,8.037,6.747,7.234,8.418,10.09,7.395,8.622,6.543,7.117,8.88,7.136
275,7.267,23.237,10.171,22.494,22.969,18.102,8.831,21.585,10.063,9.447,12.096,10.355,7.978,7.878,9.782,8.145,11.161,18.901,18.02,7.476,21.494,9.864,8.818,17.875,23.064,18.572,9.394,22.345,17.815,23.139,22.404,8.226,23.373,23.003,20.023,23.514,21.475,23.361,23.722,23.163,23.641,23.329,11.8,11.345,7.473,9.64,8.77,22.568,22.549,7.448,8.914,11.443,8.927,9.05,18.956,11.215,9.92,22.123,23.734,5.471,5.65,5.088,5.959,5.173,4.728,4.862,3.728,4.52,5.107,2.438,6.136,5.34,5.52,5.773,4.698,6.265,1.689,3.269,5.873,5.711,5.391,5.204,3.728,5.503,2.132,4.731,5.571,4.29,4.363,3.291,5.584,4.877,5.185,4.599,4.708,5.271,5.628,4.08,17.438,16.484,19.505,18.606,17.284,16.415,18.934,17.799,17.8,17.579,18.756,19.945,17.896,18.865,19.265,18.965,18.668,17.154,18.122,18.953,18.735,21.166,19.315,19.429,18.734,19.811,17.253,19.764,18.481,19.477,18.005,16.113,18.788,17.465,16.078,19,19.969,17.87,26.236,27.808,28.459,26.681,23.956,28.031,25.857,28.992,26.066,26.436,25.519,28.169,26.478,25.715,26.182,31.09,32.848,28.143,27.641,26.143,29.961,31.777,26.374,25.798,26.384,25.39,27.514,25.296,24.8,32.32,26.238,25.761,8.456,11.208,9.57,9.673,15.23,8.396,13.594,13.777,9.061,8,8.704,14.049,14.152,8.51,8.885,14.76,7.184,8.826,14.671,13.588,14.804,13.81,8.66,8.978,14.039,14.247,14.098,13.388,12.893,7.883,8.952,15.931,11.363,13.798,13.286,12.369,13.597,9.27,9.1,9.575,12.684,14.085,13.116,12.684,14.063,12.118,12.118,8.742,12.061,13.078,11.138,11.892,13.739,8.05,11.588,12.102,13.517,12.252,7.196,19.336,15.954,10.178,9.032,10.09,15.671,7.008,19.934,9.028,8.893,16.79,10.839,10.146,15.739,16.209,15.107,10.048,12.225,19.673,16.826,9.047,6.799,10.218,8.987,8.906,7.042,8.285,3.104,3.124,6.201,3.687,5.573,6.202,6.341,2.594,6.813,5.547,3.802,1.059,4.351,4.055,0.353,3.139,5.515,0.617,5.855,4.746,0.962,0,1.647,1.472,7.567,0.714,4.827,3.967,6.721,7.101,5.704,7.652,6.778,10.248,6.451,7.923,8.267,6.977,7.464,8.648,8.355,7.625,8.852,6.635,7.347,9.11,7.366
276,6.225,12.32,9.129,23.8,24.275,18.379,8.223,12.117,9.021,8.405,11.054,9.313,6.936,6.836,8.74,7.103,10.119,10.889,18.297,6.434,10.584,8.822,8.21,18.152,24.37,9.773,8.786,11.699,18.092,12.526,10.463,7.618,24.679,12.727,12.078,12.26,12.068,24.667,25.028,12.748,12.489,24.635,10.758,10.303,6.431,9.032,8.162,23.874,11.483,6.406,8.306,10.401,8.319,8.442,11.823,10.173,8.878,10.761,25.04,4.291,5.042,3.908,4.917,3.993,2.625,4.254,2.686,3.759,4.065,2.123,4.956,4.732,4.478,4.593,3.518,5.657,1.667,2.227,4.693,4.531,4.211,4.162,2.686,4.461,1.085,3.551,4.391,3.11,3.321,2.111,4.976,3.835,4.005,3.419,3.947,4.091,4.586,2.375,17.715,16.761,19.782,18.883,17.561,16.692,17.388,18.076,18.077,17.856,17.21,18.399,18.173,17.319,17.761,19.242,17.122,17.431,18.399,17.407,17.189,18.486,19.592,17.883,19.011,18.265,17.53,18.218,16.935,17.978,18.282,16.39,17.242,17.742,15.763,19.277,18.423,18.147,27.542,29.114,31.605,27.987,25.262,27.012,27.163,30.298,26.343,27.742,26.825,29.475,27.784,25.992,27.488,29.544,31.302,29.449,26.673,27.449,28.415,33.083,29.896,26.075,27.69,26.696,26.718,26.602,26.106,30.774,27.544,26.038,7.695,12.514,10.876,8.348,11.787,7.635,9.52,9.703,7.736,7.239,10.01,10.653,10.756,7.185,7.56,11.364,8.49,10.132,15.977,14.894,11.408,10.414,7.899,7.653,10.643,10.851,9.799,9.687,9.062,9.189,7.772,16.208,9.817,12.252,11.74,8.449,12.051,8.09,7.92,8.395,8.764,12.539,11.57,8.764,12.517,8.048,8.048,7.562,10.515,8.072,9.592,10.346,12.193,6.87,10.042,10.556,11.971,7.811,6.069,17.79,14.408,7.88,7.252,7.792,14.125,7.285,18.388,9.305,9.17,15.244,8.528,7.848,14.193,14.663,13.561,7.737,10.679,18.127,15.28,7.267,7.076,7.255,9.264,7.126,5.881,8.562,1.399,1.721,4.261,4.484,6.37,6.999,3.485,1.097,7.61,3.607,4.599,0.658,5.148,2.652,1.736,3.936,3.575,1.927,3.915,5.543,1.051,1.584,0,0.799,8.374,1.21,5.624,2.262,5.541,5.921,4.662,6.472,5.598,9.068,5.409,6.743,7.087,5.797,6.284,7.468,7.175,6.445,7.672,5.593,6.167,7.93,6.186
277,6.876,22.445,9.78,23.732,24.207,18.193,8.874,22.823,9.672,9.056,11.705,9.964,7.587,7.487,9.391,7.754,10.77,18.992,18.111,7.085,11.235,9.473,8.861,17.966,24.302,10.424,9.437,12.35,17.906,22.651,11.114,8.269,24.611,22.612,12.729,22.555,22.713,24.599,24.96,22.873,22.722,24.567,11.409,10.954,7.082,9.683,8.813,23.806,12.134,7.057,8.957,11.052,8.97,9.093,19.047,10.824,9.529,11.412,24.972,4.942,5.693,4.559,5.568,4.644,3.412,4.905,3.337,4.41,4.716,2.774,5.607,5.383,5.129,5.244,4.169,6.308,2.318,2.878,5.344,5.182,4.862,4.813,3.337,5.112,1.736,4.202,5.042,3.761,3.972,2.762,5.627,4.486,4.656,4.07,4.598,4.742,5.237,3.162,17.529,16.575,19.596,18.697,17.375,16.506,19.025,17.89,17.891,17.67,18.847,20.036,17.987,18.956,19.356,19.056,18.759,17.245,18.213,19.044,18.826,21.257,19.406,19.52,18.825,19.902,17.344,19.855,18.572,19.568,18.096,16.204,18.879,17.556,16.169,19.091,20.06,17.961,27.474,29.046,33.242,27.919,25.194,26.826,27.095,30.23,26.157,27.674,26.757,29.407,27.716,25.806,27.42,31.181,32.939,29.381,26.487,27.381,30.052,33.015,26.465,25.889,27.622,26.628,26.532,26.534,26.038,32.411,27.476,25.852,8.346,12.446,10.808,8.999,16.468,8.286,14.832,15.015,8.387,7.89,9.942,15.287,15.39,7.836,8.211,15.998,8.422,10.064,15.909,14.826,16.042,15.048,8.55,8.304,15.277,15.485,15.336,14.626,14.131,9.121,8.423,16.022,11.454,13.889,13.377,12.46,13.688,8.741,8.571,9.046,12.775,14.176,13.207,12.775,14.154,8.699,8.699,8.213,12.152,8.723,11.229,11.983,13.83,7.521,11.679,12.193,13.608,8.462,7.287,19.427,16.045,10.269,9.123,10.181,15.762,7.099,20.025,9.119,8.984,16.881,10.93,10.237,15.83,16.3,15.198,10.139,12.316,19.764,16.917,9.138,6.89,10.309,9.078,8.997,7.133,8.376,2.186,2.206,4.746,4.298,6.184,6.813,3.97,1.676,7.424,4.092,4.413,0.427,4.962,3.137,1.668,3.75,4.06,1.859,4.4,5.357,0.953,1.516,0.799,0,8.188,1.142,5.438,3.049,6.192,6.572,5.313,7.123,6.249,9.719,6.06,7.394,7.738,6.448,6.935,8.119,7.826,7.096,8.323,6.244,6.818,8.581,6.837
278,14.33,32.671,24.672,31.928,32.403,23.153,16.328,31.019,17.126,16.51,33.699,24.737,15.041,14.941,16.845,15.208,32.911,23.952,23.071,14.539,30.928,24.959,16.315,22.926,32.498,23.623,16.891,31.779,22.866,32.573,31.838,15.723,32.807,32.437,25.074,32.948,30.909,32.795,33.156,32.597,33.075,32.763,33.396,24.968,14.536,17.137,16.267,32.002,31.983,14.511,16.411,32.06,16.424,16.547,24.007,31.832,24.455,31.557,33.168,12.396,13.147,13.541,13.022,12.098,12.745,12.359,10.791,11.864,12.17,10.228,13.061,12.837,12.583,14.503,12.035,13.762,9.772,10.332,12.798,13.825,13.357,12.267,10.791,12.566,9.19,12.068,14.301,11.627,11.426,10.216,13.081,11.94,13.503,11.524,12.052,12.196,12.691,11.002,22.489,21.535,24.556,23.657,22.335,21.466,23.985,22.85,22.851,22.63,23.807,24.996,22.947,23.916,24.316,24.016,23.719,22.205,23.173,24.004,23.786,26.217,24.366,24.48,23.785,24.862,22.304,24.815,23.532,24.528,23.056,21.164,23.839,22.516,21.129,24.051,25.02,22.921,35.937,37.509,38.16,36.382,33.657,37.732,35.558,38.693,31.117,36.137,35.22,37.87,36.179,30.766,35.883,36.141,37.899,37.844,37.342,35.844,35.012,41.478,31.425,30.849,36.085,35.091,37.215,34.997,34.501,37.371,35.939,30.812,28.163,17.696,16.058,26.169,26.258,28.305,26.063,26.246,27.89,15.344,15.192,26.518,26.621,27.927,27.468,27.229,13.672,15.314,27.927,26.844,27.273,26.279,28.436,26.949,26.508,26.716,26.567,25.857,25.362,14.371,17.578,20.982,16.414,18.849,18.337,17.42,18.648,18.409,18.239,18.616,17.735,19.136,18.167,17.735,19.114,17.169,17.169,17.772,17.112,18.129,16.189,16.943,18.79,16.119,16.639,17.153,18.568,17.303,12.247,25.293,30.243,15.229,14.083,15.141,30.683,12.059,24.562,14.182,15.256,30.238,15.89,15.197,29.098,30.901,29.911,15.099,17.276,25.342,28.56,14.098,11.85,15.269,14.141,13.957,12.093,14.648,10.111,9.606,12.791,6.565,4.726,4.942,11.392,9.329,6.205,12.673,5.513,7.794,5.254,12.141,7.338,6.806,11.718,7.57,12.445,5.256,7.576,7.799,8.382,8.207,0,8.638,5.413,10.489,15.229,14.438,12.767,15.522,14.115,20.651,13.514,15.26,15.604,14.727,16.258,15.985,15.809,14.962,19.147,13.698,14.684,18.75,16.16
279,6.844,23.829,9.748,23.086,23.561,18.416,8.357,22.177,9.535,9.024,11.568,9.932,7.555,7.455,9.359,7.722,10.633,19.215,18.334,7.053,22.086,9.441,8.344,18.189,23.656,10.392,8.92,22.937,18.129,23.731,10.977,7.752,23.965,23.595,12.592,22.778,22.067,23.953,24.314,23.755,24.233,23.921,11.272,10.817,7.05,9.166,8.296,23.16,23.141,7.025,8.44,10.915,8.453,8.576,19.27,10.687,9.497,11.275,24.326,5.265,5.176,4.882,5.536,4.967,4.522,4.388,3.305,4.046,4.684,1.964,5.93,4.866,5.097,5.567,4.492,5.791,1.215,2.846,5.667,5.505,5.185,4.781,3.305,5.08,1.926,4.525,5.365,4.084,3.94,3.085,5.11,4.454,4.979,4.393,4.234,5.065,4.609,3.661,17.752,16.798,19.819,18.92,17.598,16.729,19.248,18.113,18.114,17.893,19.07,20.259,18.21,19.179,19.579,19.279,18.982,17.468,18.436,19.267,19.049,21.48,19.629,19.743,19.048,20.125,17.567,20.078,18.795,19.791,18.319,16.427,19.102,17.779,16.392,19.314,20.283,18.184,26.828,28.4,29.051,27.273,24.548,28.623,26.449,29.584,26.38,27.028,26.111,28.761,27.07,26.029,26.774,31.404,33.162,28.735,28.233,26.735,30.275,32.369,26.688,26.112,26.976,25.982,28.106,25.888,25.392,32.634,26.83,26.075,7.982,11.8,10.162,9.199,15.822,7.922,14.186,14.369,8.587,7.526,9.296,14.641,14.744,8.036,8.411,15.352,7.776,9.418,15.263,14.18,15.396,14.402,8.186,8.504,14.631,14.839,14.69,13.98,13.485,8.475,8.746,16.245,11.677,14.112,13.6,12.683,13.911,9.064,8.894,9.369,12.998,14.399,13.43,12.998,14.377,12.432,12.432,8.536,12.375,9.046,11.452,12.206,14.053,7.844,11.902,12.416,13.831,8.785,7.51,19.65,16.268,10.492,9.346,10.404,15.985,7.322,20.248,9.342,9.207,17.104,11.153,10.46,16.053,16.523,15.421,10.362,12.539,19.987,17.14,9.361,7.113,10.532,9.301,9.22,7.356,8.599,2.685,3.007,5.547,4.392,6.278,6.907,4.527,2.383,7.518,4.893,4.507,1.373,5.056,3.938,0.945,3.844,4.861,1.209,5.201,5.451,0.926,0.714,1.751,1.786,8.401,0,5.532,3.548,6.515,6.895,5.281,7.446,6.572,8.536,6.028,7.717,8.061,6.771,7.258,8.442,8.149,6.78,8.646,6.212,7.141,8.904,7.16
280,11.747,24.863,22.13,25.595,26.07,20.611,13.745,24.686,14.543,13.927,22.415,22.195,12.458,12.358,14.262,12.625,22.687,21.41,20.529,11.956,24.595,22.417,13.732,20.384,26.165,21.081,14.308,24.696,20.324,25.069,25.505,13.14,26.474,25.03,22.532,24.973,24.576,26.462,26.823,25.291,25.14,26.43,23.008,22.426,11.953,14.554,13.684,25.669,24.794,11.928,13.828,25.727,13.841,13.964,21.465,25.499,21.913,25.224,26.835,9.813,10.564,10.999,10.439,9.515,8.669,9.776,8.208,9.198,9.587,6.873,10.478,10.254,10,11.961,9.452,11.179,6.918,7.749,10.215,11.283,10.815,9.684,8.208,9.983,6.336,9.485,11.759,9.044,8.843,7.633,10.498,9.357,10.961,8.941,9.386,9.613,10.108,8.419,19.947,18.993,22.014,21.115,19.793,18.924,21.443,20.308,20.309,20.088,21.265,22.454,20.405,21.374,21.774,21.474,21.177,19.663,20.631,21.462,21.244,23.675,21.824,21.938,21.243,22.32,19.762,22.273,20.99,21.986,20.514,18.622,21.297,19.974,18.587,21.509,22.478,20.379,29.337,30.909,35.66,29.782,27.057,29.244,28.958,32.093,28.575,29.537,28.62,31.27,29.579,28.224,29.283,33.599,35.357,31.244,28.905,29.244,32.47,34.878,28.883,28.307,29.485,28.491,28.95,28.397,27.901,34.829,29.339,28.27,13.134,14.309,12.671,16.801,18.331,13.074,16.695,16.878,13.739,12.678,11.805,17.15,17.253,13.188,18.1,17.861,10.285,11.927,17.772,16.689,17.905,16.911,13.338,17.581,17.14,17.348,17.199,16.489,15.994,10.984,15.036,18.44,13.872,16.307,15.795,14.878,16.106,15.867,15.697,16.074,15.193,16.594,15.625,15.193,16.572,14.627,14.627,15.23,14.57,15.587,13.647,14.401,16.248,13.577,14.097,14.611,16.026,14.761,9.705,26.868,18.463,12.687,11.541,12.599,18.18,9.517,26.137,11.89,11.402,31.813,13.348,12.655,30.673,18.718,31.486,12.557,14.734,26.917,30.135,11.556,9.308,12.727,11.849,11.415,9.551,10.794,7.528,7.023,10.558,2.101,1.198,2.743,8.85,6.746,2.151,10.44,1.209,5.211,0.79,7.954,4.121,2.342,9.176,4.353,10.212,0.317,4.993,4.582,5.799,5.624,5.374,5.296,0,7.906,12.687,11.855,10.184,12.98,11.532,18.109,10.931,12.677,13.021,12.185,13.716,13.402,13.267,12.379,16.605,11.115,12.101,16.208,13.618
281,6.879,18.495,8.902,18.747,19.102,14.243,8.815,12.771,9.675,9.059,11.708,9.967,6.637,7.49,9.394,7.757,10.773,15.042,14.161,7.088,11.238,8.314,8.802,14.016,19.197,14.713,9.378,18.328,13.956,18.701,11.117,8.21,19.506,18.662,16.164,18.605,19.381,19.494,19.855,18.923,18.772,19.462,11.412,10.957,7.085,9.624,8.754,18.821,18.426,7.06,8.898,11.055,8.911,9.034,15.097,10.827,8.651,11.415,19.867,2.949,5.577,1.651,4.91,3.568,0.891,4.789,3.221,4.932,4.6,3.592,3.499,5.267,3.833,2.336,1.543,6.192,2.962,3.041,3.442,2.274,1.954,4.229,3.221,3.816,2.944,2.109,2.134,1.573,3.826,1.686,5.511,4.37,1.748,2.994,4.986,3.19,4.579,0.641,13.579,12.625,15.646,14.747,13.425,12.556,15.086,13.94,13.941,13.72,14.908,16.097,14.037,15.017,15.406,15.106,14.82,13.295,14.263,15.105,14.887,17.307,15.456,15.581,14.875,15.963,13.394,15.916,14.633,15.618,14.146,12.254,14.94,13.606,13.461,15.141,16.121,14.011,25.675,31.021,29.303,23.45,23.395,22.876,25.296,28.431,22.207,23.978,24.958,29.214,25.917,21.856,25.621,27.242,29,29.723,22.537,25.582,26.113,31.195,22.515,21.939,25.823,24.829,22.582,24.735,24.239,28.472,25.677,21.902,7.952,15.077,11.154,8.883,12.322,8.703,10.055,10.238,8.271,8.307,12.573,11.188,11.291,7.72,8.095,11.899,11.053,12.695,13.169,12.086,11.943,10.949,8.967,8.188,11.178,11.386,10.334,10.222,9.597,11.752,5.515,12.072,7.515,9.95,9.438,6.192,9.749,6.335,6.165,6.42,6.507,10.237,9.268,6.507,10.215,5.791,5.791,5.807,8.213,6.317,7.29,8.044,9.891,5.151,7.74,8.254,9.669,5.554,3.812,15.488,12.106,5.578,4.995,5.49,11.823,4.224,16.086,6.62,5.283,12.942,6.226,5.546,11.891,12.361,11.259,5.435,8.377,15.825,12.978,5.01,3.424,4.998,6.579,4.869,3.242,4.675,1.003,1.157,2.842,6.744,8.63,9.259,1.44,1.166,9.87,2.403,6.859,2.93,7.408,0.491,4.169,6.196,1.792,4.36,2.496,7.803,3.456,4.017,2.586,3.071,11.681,3.406,7.884,0,3.566,3.946,5.437,4.753,3.623,7.093,4.782,4.768,5.112,4.078,4.309,5.493,4.918,4.47,5.697,6.247,4.192,5.955,4.211
282,3.531,15.248,6.07,15.5,15.855,10.996,6.79,9.992,6.896,4.946,8.929,6.249,3.805,4.397,5.676,4.978,7.994,11.795,10.914,3.995,8.459,5.482,6.686,10.769,15.95,6.655,7.321,15.081,10.709,15.454,8.338,6.094,16.259,15.415,12.917,15.358,9.943,16.247,16.608,15.676,15.525,16.215,8.633,6.322,3.741,7.769,6.825,15.574,15.179,3.859,6.782,8.276,6.734,6.857,11.85,8.048,5.819,8.636,16.62,2.669,5.956,2.27,4.925,3.532,2.887,5.836,4.675,6.163,5.16,6.246,1.939,5.559,2.111,1.407,2.254,6.558,5.616,4.495,2.179,1.702,2.639,4.491,4.675,2.094,5.598,3.705,1.689,3.169,3.959,4.34,5.341,4.93,2.392,3.574,5.864,3.45,4.841,3.251,10.332,9.378,12.399,11.5,10.178,9.309,11.719,10.693,10.694,10.473,11.541,12.73,10.79,11.65,12.092,11.859,11.453,10.048,11.016,11.738,11.52,12.817,12.209,12.214,11.628,12.596,10.147,12.549,11.266,12.309,10.899,9.007,11.573,10.359,10.094,11.894,12.754,10.764,22.28,27.654,25.936,20.203,24.626,19.629,27.898,28.961,18.96,20.731,22.006,25.847,21.781,18.609,21.485,23.875,25.633,26.356,19.29,26.813,22.746,27.828,19.268,18.692,21.687,21.552,19.335,22.217,22.588,25.105,21.127,18.655,9.183,20.449,18.811,10.114,13.553,9.934,11.286,11.469,9.502,9.538,17.945,12.419,12.522,8.951,9.326,13.13,16.425,18.067,14.4,13.317,13.174,12.18,10.198,9.419,12.409,12.617,11.565,11.453,10.828,17.124,2.444,8.825,3.712,5.356,4.844,3.121,5.155,2.493,2.323,2.962,3.436,5.643,4.674,3.436,5.621,2.72,2.72,1.965,3.619,2.475,3.453,3.687,5.297,1.273,3.32,4.085,6.316,2.483,4.466,12.121,8.739,3.677,4.217,3.589,8.456,5.237,12.719,9.838,8.501,9.575,3.251,3.645,8.524,8.994,7.892,3.547,5.01,12.458,9.611,4.015,4.437,3.717,9.797,4.292,4.255,7.893,4.549,4.476,6.683,12.52,14.406,15.035,4.375,4.712,15.646,6.565,12.635,6.404,13.184,3.862,7.413,11.972,4.727,7.604,6.337,13.579,6.728,7.261,5.917,6.605,14.821,6.425,13.66,3.724,0,0.943,3.715,0.875,1.145,4.261,2.365,1.936,2.28,0.532,1.086,2.661,1.847,1.961,2.865,3.376,1.36,3.123,0.988
